StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q8_1,Q8_4,Q8_5,Q8_6,Q8_7,Q8_7_TEXT,Q9_1,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_12_TEXT,Q11,Q12,Q13,Q15_1,Q15_4,Q15_13,Q15_12,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11
2025-09-24 15:32:34,2025-09-24 15:41:00,IP Address,136.152.214.254,100,506,True,2025-09-24 15:41:00,R_7d1Q2W1oou3d5Pr,,,,,37.8906,-122.2936,anonymous,EN,Agree,Strongly agree,Unsure / Unapplicable,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Moderately confident,Moderately confident,Moderately confident,Very confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,,Short video clips,Simulations,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Another discipline,,,,,,,,,,,None of the above
2025-09-24 08:25:48,2025-09-24 15:45:45,IP Address,104.28.123.171,100,26397,True,2025-09-24 15:45:45,R_7wvssItbZKlsyU9,,,,,37.7794,-122.4176,anonymous,EN,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Very confident,Moderately confident,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),"Another format, please describe:",reading books,,Discussion prompts,,,,Short video clips,,,Theoretical frameworks,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,,,,,,A person who is neurodivergent,,,,,
2025-09-24 17:34:18,2025-09-24 17:37:04,IP Address,24.23.170.184,100,166,True,2025-09-24 17:37:05,R_5qRDCZDpF4zjqq5,,,,,37.883,-122.4676,anonymous,EN,Agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Very confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Very confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,"Expert interviews  ",,,Short video clips,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,,,,A person with a minoritized gender identity in my disicpline,,,,,,,
2025-09-24 21:18:09,2025-09-24 21:22:13,IP Address,66.179.155.46,100,243,True,2025-09-24 21:22:13,R_5dtpY6Wlst4PWxz,,,,,37.8107,-122.2479,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Very confident,Moderately confident,Very confident,Very confident,Very confident,Very confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,Discussion prompts,,,,,,Testimonials,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Professional Fields (e.g. business, administration, legal, physical and mental health)",,,,,,,,,,,None of the above
2025-09-24 14:25:56,2025-09-25 09:17:33,IP Address,142.254.87.195,100,67897,True,2025-09-25 09:17:34,R_5uQWchNyM8dxErc,,,,,37.8906,-122.2936,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Very confident,Moderately confident,Moderately confident,Very confident,Very confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,,,,,Short video clips,,,Theoretical frameworks,,,UC Berkeley,Senate Faculty,Another discipline,"A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,,,,
2025-09-25 12:36:39,2025-09-25 12:43:53,IP Address,136.152.214.107,100,433,True,2025-09-25 12:43:54,R_7FsJlKRlxSKbpqo,,,,,37.8906,-122.2936,anonymous,EN,Agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Very confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Not confident at all,Moderately confident,Slightly confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),,,,,,Discussion prompts,,,,Short video clips,,Testimonials,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)","A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,,,,
2025-09-25 12:45:18,2025-09-25 12:53:27,IP Address,23.93.85.109,100,489,True,2025-09-25 12:53:27,R_3yoNckoMePSpgaJ,,,,,37.8919,-122.2636,anonymous,EN,Agree,,,,,,,,,Strongly disagree,Strongly disagree,Unsure / Unapplicable,,Very confident,,Very confident,Not confident at all,Unsure / Unapplicable,Unsure / Unapplicable,,,,,"Another format, please describe:","Learning from peers in my department.  Most campus initiated ""professional development"" is a waste of time.",,,,,,,,,,"Another resource, please describe:","1. That's a loaded premise for the question.  2. Learning from other professors in my department. 3. What is with all the focus on identities in this survey?  It is seems like a misguided focus, that is not matched to the actual issues I face in my teaching.",UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,,,
2025-09-25 17:21:00,2025-09-25 17:24:04,IP Address,174.221.126.78,100,183,True,2025-09-25 17:24:05,R_70rezCFjVzXTGII,,,,,37.7045,-122.0742,anonymous,EN,Agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Not confident at all,Moderately confident,Not confident at all,Not confident at all,Very confident,Not confident at all,Slightly confident,Slightly confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,Scholarly articles,,,,,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,A person with a minoritized gender identity in my disicpline,,,,,,,
2025-09-19 14:01:10,2025-09-19 14:03:58,IP Address,50.224.160.106,38,167,False,2025-09-26 14:04:01,R_1zeFj5FUauCSUHa,,,,,38.7911,-77.5264,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-26 15:23:04,2025-09-26 15:26:09,IP Address,136.152.214.240,100,185,True,2025-09-26 15:26:09,R_3Zc1XWZgrpDO48h,,,,,37.8906,-122.2936,anonymous,EN,Agree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Moderately confident,Not confident at all,Moderately confident,Not confident at all,Not confident at all,Moderately confident,Moderately confident,Slightly confident,"Asynchronous (e.g. Canvas site, online readings)",,,,,,Case studies,,,,,Short video clips,,,,"Another resource, please describe:",anything short,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)","A Black, Indigenous, and/or person of color (BIPOC)",,,,,,,,,,
2025-09-26 15:31:00,2025-09-26 15:35:08,IP Address,136.152.9.56,100,247,True,2025-09-26 15:35:08,R_7mlNAyFRClS2v5L,,,,,37.8657,-122.2571,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Neutral,Moderately confident,Moderately confident,Very confident,Moderately confident,Very confident,Moderately confident,Moderately confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,,"Expert interviews  ",Podcasts,,,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","History, Languages, and Literatures",,,,,,,,,,,None of the above
2025-09-28 10:06:58,2025-09-28 10:12:42,IP Address,192.184.205.97,100,344,True,2025-09-28 10:12:42,R_5q3x43KGbhIroKa,,,,,37.8611,-122.2564,anonymous,EN,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Moderately confident,Moderately confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,Case studies,Discussion prompts,,,,Short video clips,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Creative and Performing Arts, Media, and Design",,,,,,,,,,,None of the above
2025-09-28 16:06:44,2025-09-28 16:08:32,IP Address,157.131.201.16,100,108,True,2025-09-28 16:08:32,R_52q2BnqEOEVmacx,,,,,37.7595,-122.4367,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Moderately confident,Very confident,Moderately confident,Slightly confident,Moderately confident,Unsure / Unapplicable,Moderately confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,Scholarly articles,,,,Theoretical frameworks,,,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,,,,,,None of the above
2025-09-23 13:52:24,2025-09-23 13:53:18,IP Address,136.152.214.102,13,53,False,2025-09-30 13:53:21,R_7DYHy7zynQHN9yl,,,,,37.8906,-122.2936,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-23 13:56:01,2025-09-23 13:56:06,IP Address,136.152.214.80,13,4,False,2025-09-30 13:56:11,R_5nMrHDt3do7xNUl,,,,,37.8906,-122.2936,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-23 13:59:44,2025-09-23 14:00:15,IP Address,70.36.136.245,13,30,False,2025-09-30 14:00:15,R_5nO6i4gIHafucdU,,,,,37.8922,-122.2729,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-23 14:14:51,2025-09-23 14:18:07,IP Address,136.152.19.48,13,195,False,2025-09-30 14:18:07,R_1jiFEzvmAonjWSx,,,,,37.8767,-122.2676,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-23 14:27:03,2025-09-23 14:27:15,IP Address,136.152.214.40,13,11,False,2025-09-30 14:27:18,R_61iVMEdKYCWfegr,,,,,37.8906,-122.2936,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-23 14:46:54,2025-09-23 14:49:50,IP Address,73.158.62.67,13,175,False,2025-09-30 14:49:50,R_3Qbazi7jjnkcQGB,,,,,37.8682,-122.2865,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-23 18:38:07,2025-09-23 18:38:11,IP Address,136.152.24.161,13,4,False,2025-09-30 18:38:12,R_1P5Fw7OHQ3SQzgd,,,,,37.8736,-122.257,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-24 15:06:25,2025-09-24 15:06:33,IP Address,73.231.169.105,13,7,False,2025-10-01 15:06:39,R_3ktEceoNeFxuzwd,,,,,37.9622,-122.3455,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-24 16:51:43,2025-09-24 16:54:14,IP Address,136.152.9.53,13,150,False,2025-10-01 16:54:16,R_3EFWsNfPBYSYvT3,,,,,37.8657,-122.2571,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-24 17:00:50,2025-09-24 17:01:04,IP Address,135.180.210.84,13,14,False,2025-10-01 17:01:05,R_14MBHigMNKzWMNj,,,,,37.8487,-122.2209,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-02 09:07:36,2025-10-02 09:11:15,IP Address,99.145.197.131,100,219,True,2025-10-02 09:11:16,R_1g5t4oA9rCQCuUY,,,,,37.8906,-122.2936,anonymous,EN,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Very confident,Unsure / Unapplicable,Very confident,Slightly confident,Slightly confident,Very confident,Moderately confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,,,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,A person who is neurodivergent,,,,,
2025-10-02 09:15:22,2025-10-02 09:21:24,IP Address,73.93.116.57,100,361,True,2025-10-02 09:21:24,R_3BSxMbH3nXSfEK5,,,,,37.9047,-122.0583,anonymous,EN,Agree,Unsure / Unapplicable,Unsure / Unapplicable,Strongly agree,Somewhat agree,Unsure / Unapplicable,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",,,,,,Case studies,,,,,Short video clips,Simulations,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","History, Languages, and Literatures",,,,,,,A person who is first in my family to go to college,A person from a low-income family background,,,
2025-10-02 09:49:20,2025-10-02 09:52:05,IP Address,136.152.214.53,100,165,True,2025-10-02 09:52:06,R_5oLcDe5byJtYUXn,,,,,37.8657,-122.2571,anonymous,EN,Agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Neutral,Neutral,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Slightly confident,Slightly confident,Moderately confident,Moderately confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,,,Scholarly articles,,,Testimonials,,,,UC Berkeley,Graduate Student Instructor,"History, Languages, and Literatures",,,,,,,,,,,None of the above
2025-10-02 09:47:27,2025-10-02 09:52:08,IP Address,136.152.214.202,100,280,True,2025-10-02 09:52:08,R_6OjltDgAhpsUEnf,,,,,37.8657,-122.2571,anonymous,EN,Agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Very confident,Slightly confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Very confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",,,,Case studies,,"Expert interviews  ",,,,Simulations,,,,,UC Berkeley,Graduate Student Instructor,"History, Languages, and Literatures",,"A transgender, non-binary, and/or genderqueer person",A member of the LGBTQIA+ community,A person with a minoritized gender identity in my disicpline,,,,,,,
2025-10-02 10:18:09,2025-10-02 10:21:02,IP Address,23.93.86.235,100,173,True,2025-10-02 10:21:03,R_3mxENIAfOSat5iy,,,,,37.8919,-122.2636,anonymous,EN,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Very confident,Very confident,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",,,,,,,,"Expert interviews  ",,Scholarly articles,,,Testimonials,,,,UC Berkeley,Graduate Student Instructor,"History, Languages, and Literatures",,,,A person with a minoritized gender identity in my disicpline,A person living with a disability,A person who is neurodivergent,,,,,
2025-10-02 10:28:07,2025-10-02 10:31:35,IP Address,136.152.214.59,100,208,True,2025-10-02 10:31:35,R_5am2ioNSbWaorK5,,,,,37.8657,-122.2571,anonymous,EN,Agree,Strongly agree,Somewhat disagree,Unsure / Unapplicable,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Moderately confident,Very confident,Moderately confident,Very confident,Very confident,Slightly confident,Very confident,Slightly confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),,,,,,,,,Scholarly articles,,,,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,A member of the LGBTQIA+ community,,,,,,,,
2025-10-02 10:28:57,2025-10-02 10:32:47,IP Address,23.93.78.36,100,229,True,2025-10-02 10:32:47,R_7g0N0lDTLaUlIDc,,,,,37.8922,-122.2729,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Neutral,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Slightly confident,Not confident at all,Moderately confident,Moderately confident,,Synchronous online (e.g. Zoom meeting),,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,"Expert interviews  ",,,Short video clips,,Testimonials,,,,UC Berkeley,Senate Faculty,Social Sciences and Area Studies,,,,,,,,,A person who immigrated to the United States,,
2025-10-02 10:53:53,2025-10-02 10:57:34,IP Address,136.152.214.191,100,220,True,2025-10-02 10:57:34,R_3Km6zYqzlQlc1Fd,,,,,37.8657,-122.2571,anonymous,EN,Agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Neutral,Unsure / Unapplicable,Strongly disagree,Somewhat disagree,Unsure / Unapplicable,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Very confident,Very confident,Moderately confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",,,,,,,Discussion prompts,,,,,Simulations,,,"Another resource, please describe:",More GSIs,UC Berkeley,Senate Faculty,"Science, Technology, Engineering, and Math (STEM)",,,,,,A person who is neurodivergent,,,,,
2025-10-02 09:17:59,2025-10-02 11:05:42,IP Address,157.131.204.86,100,6462,True,2025-10-02 11:05:42,R_3oK9CotgnG2Sm5j,,,,,37.7047,-122.1245,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Neutral,Strongly agree,Strongly disagree,Neutral,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Very confident,Moderately confident,Moderately confident,Slightly confident,Very confident,Moderately confident,Moderately confident,Slightly confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,,,,Simulations,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,,,,,,,,,,,None of the above
2025-10-02 09:55:30,2025-10-02 11:33:57,IP Address,46.228.248.178,100,5907,True,2025-10-02 11:33:58,R_8wUCRmylGvm4GeB,,,,,41.8905,12.5127,anonymous,EN,Agree,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Very confident,Slightly confident,Moderately confident,Moderately confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),,,,,,,,,Scholarly articles,,,,,,,UC Berkeley,Graduate Student Instructor,"History, Languages, and Literatures",,,A member of the LGBTQIA+ community,,,,,,,,
2025-10-02 12:00:06,2025-10-02 12:03:37,IP Address,104.28.124.70,100,210,True,2025-10-02 12:03:37,R_717EMzAUb6lxKcC,,,,,37.8075,-122.2644,anonymous,EN,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",,,,,,,,,,Scholarly articles,,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Professional Fields (e.g. business, administration, legal, physical and mental health)",,,,,,,,,,Decline to state,
2025-10-02 16:30:43,2025-10-02 16:37:36,IP Address,108.216.157.134,100,412,True,2025-10-02 16:37:36,R_1gHH2Tg199LoMG8,,,,,37.8922,-122.2729,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Moderately confident,Very confident,Moderately confident,Moderately confident,Moderately confident,Moderately confident,Very confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,"Expert interviews  ",Podcasts,Scholarly articles,,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)",Social Sciences and Area Studies,,"A transgender, non-binary, and/or genderqueer person",A member of the LGBTQIA+ community,A person with a minoritized gender identity in my disicpline,A person living with a disability,A person who is neurodivergent,,,A person who immigrated to the United States,,
2025-09-26 08:31:01,2025-09-26 08:31:32,IP Address,136.152.214.42,13,31,False,2025-10-03 08:31:33,R_6zG5KWZDnHf4UFj,,,,,37.8906,-122.2936,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-03 09:12:32,2025-10-03 09:18:11,IP Address,107.129.166.221,100,338,True,2025-10-03 09:18:12,R_7DIG3ooNhtrPAzn,,,,,37.6787,-122.127,anonymous,EN,Agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neutral,Neutral,Somewhat disagree,Moderately confident,Moderately confident,Slightly confident,Not confident at all,Moderately confident,Slightly confident,Slightly confident,Slightly confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),,,,,,,,,Scholarly articles,,Simulations,Testimonials,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Creative and Performing Arts, Media, and Design",,,,,,,,A person from a low-income family background,,,
2025-10-03 09:30:19,2025-10-03 09:32:20,IP Address,98.42.59.70,100,121,True,2025-10-03 09:32:20,R_52zExWICLSRb9gi,,,,,37.8414,-122.1254,anonymous,EN,Agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Unsure / Unapplicable,Somewhat disagree,Somewhat agree,Strongly agree,Slightly confident,Very confident,Slightly confident,Slightly confident,Slightly confident,Not confident at all,Moderately confident,Very confident,"Asynchronous (e.g. Canvas site, online readings)",Synchronous online (e.g. Zoom meeting),,,,,Case studies,,,,,Short video clips,Simulations,,,,,UC Berkeley,Senate Faculty,"Professional Fields (e.g. business, administration, legal, physical and mental health)",,,,,,,,,,Decline to state,
2025-10-03 09:47:15,2025-10-03 10:00:04,IP Address,136.152.214.230,100,769,True,2025-10-03 10:00:05,R_5DA2erlavUZKqL3,,,,,37.8736,-122.257,anonymous,EN,Agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Moderately confident,Very confident,Very confident,Very confident,Moderately confident,Moderately confident,Moderately confident,Very confident,,Synchronous online (e.g. Zoom meeting),"In-person (e.g. on-campus workshop, faculty learning community)",Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,Discussion prompts,,,,,,,Theoretical frameworks,"Another resource, please describe:",in person in service days and or classes,UC Berkeley,Another role,"Creative and Performing Arts, Media, and Design",,,,,,,,,,Decline to state,
2025-10-03 10:53:18,2025-10-03 11:08:54,IP Address,169.229.134.181,100,935,True,2025-10-03 11:08:54,R_6LIRmrRoXh6f0fu,,,,,38.0415,-122.2676,anonymous,EN,Agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Very confident,Very confident,Slightly confident,Very confident,Very confident,,,,Hybrid or hyflex (i.e. mix of asynchronous/synchronous or in-person/online),,,,,,,,Short video clips,,,,"Another resource, please describe:",Hands On Experience,UC Berkeley,Another role,"Creative and Performing Arts, Media, and Design","A Black, Indigenous, and/or person of color (BIPOC)","A transgender, non-binary, and/or genderqueer person",A member of the LGBTQIA+ community,A person with a minoritized gender identity in my disicpline,A person living with a disability,A person who is neurodivergent,,,,,
2025-09-26 15:20:21,2025-09-26 15:20:34,IP Address,99.8.67.193,13,12,False,2025-10-03 15:20:35,R_5lC5Ghm7ufn1D5T,,,,,37.8135,-121.9658,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-03 16:53:07,2025-10-03 16:56:29,IP Address,12.208.147.147,100,202,True,2025-10-03 16:56:30,R_7R4UCP1DoRaa6hZ,,,,,42.6969,-84.5464,anonymous,EN,Agree,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,Very confident,,,,,,,,,,,,,,,,,,UC Berkeley,Senate Faculty,"Professional Fields (e.g. business, administration, legal, physical and mental health)",,,,,,,,,,,
2025-09-26 17:12:14,2025-09-26 17:12:30,IP Address,73.15.60.97,13,15,False,2025-10-03 17:12:36,R_7kCnE4DCVT64mLT,,,,,37.8107,-122.2479,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-04 15:57:11,2025-10-04 15:59:58,IP Address,108.215.213.41,100,166,True,2025-10-04 15:59:59,R_1xPIF3WGjmzGrV5,,,,,37.9269,-122.3313,anonymous,EN,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Very confident,Very confident,Very confident,Moderately confident,Very confident,Very confident,Very confident,Very confident,,,"In-person (e.g. on-campus workshop, faculty learning community)",,,,,Discussion prompts,,Podcasts,,Short video clips,,,,,,UC Berkeley,"Lecturer (Unit 18, continuing, or senior)","Creative and Performing Arts, Media, and Design",,,,,,,,,,,None of the above
